,29,10,48,18,6,8,50,45,9,22,13,35,21,53,33,36,38,54,44,47,52,20,40,28,49,42,3,7,37,4,14,39,2,17,27,12,41,1,11,43,26,5,15,46,30,31,0,23,34,19,16,51,25,32,24,x,y,timestamp
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,-80.0,-90.0,,-84.0,,,-71.0,,,,,,-90.0,,,,,,,,-66.0,,,,,,,,,78.1708450317383,575.881591796875,2017-07-11 22:41:58
2,,,,,,-86.0,,,,,,,-84.0,,,,,,,,,,,,,,-81.0,,,,,,-71.0,,,-90.0,,-72.0,-89.0,,,,-86.0,,,,-65.0,,,,,,,,,78.3672103881836,558.1514892578119,2017-07-11 22:42:12
3,,-88.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,-91.0,,-80.0,,,,-84.0,-89.0,,,,-67.0,,,,-79.0,,,,,78.434944152832,540.860290527344,2017-07-11 22:42:39
4,,,,,,-86.0,,,,,,,-85.0,,,,,,,,,,,,,,-79.0,,,,,,-72.0,,,-92.0,,-77.0,-87.0,,,,,,,,-65.0,,,,,,,,,77.645378112793,522.824279785156,2017-07-11 22:42:54
5,,,,,,-86.0,,,,,,,-86.0,,,,,,,,,,,,,,-80.0,,,,,,-69.0,,,-89.0,,-74.0,,,,-83.0,-90.0,,,,-65.0,,,-86.0,,,,,,78.3790969848633,505.221984863281,2017-07-11 22:43:10
6,,,,,,-89.0,,,,,,,-89.0,,,,,,,,,,,,,,-81.0,,,-90.0,-90.0,,-67.0,,,-88.0,,-75.0,-87.0,,,,-85.0,,,,-63.0,,,,-79.0,,,,,78.28472900390629,486.97775268554705,2017-07-11 22:43:23
7,,-89.0,,,-83.0,-86.0,,,,,,,,,,,,,,,,,,,,,-78.0,,,,,,-65.0,-91.0,,-90.0,,-75.0,,,,-84.0,,,,,-60.0,,,,-82.0,,,,,77.6566696166992,469.662719726562,2017-07-11 22:43:38
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,,-90.0,,-81.0,-84.0,,,,-87.0,,,,-61.0,,,,,,,,,78.3909072875977,452.253662109375,2017-07-11 22:43:53
9,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,-60.0,,,-88.0,,-79.0,-82.0,,,,-84.0,,,,-57.0,,,,-84.0,,,,,78.049560546875,434.839752197266,2017-07-11 22:44:10
10,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,-55.0,,,-88.0,,-82.0,-83.0,,,-87.0,,,,,-57.0,,,,-86.0,,,,,78.2157745361328,416.465942382813,2017-07-11 22:44:24
11,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,-84.0,,,,,,-57.0,,,-91.0,,-83.0,-80.0,,,,-80.0,,,,-54.0,,,-87.0,,,,,,77.4568405151367,399.02243041992205,2017-07-11 22:44:43
12,,,,,,-91.0,,,,,,,-86.0,,,,,,,,,,,,,,-85.0,,,,,,-62.0,,,-88.0,,-84.0,-84.0,,,,-81.0,,,,-60.0,,,-83.0,,,,,,78.1483840942383,381.89279174804705,2017-07-11 22:45:00
13,,,,-88.0,-92.0,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,-59.0,,,-87.0,,-81.0,-77.0,,,,-81.0,,,,-59.0,,,,-88.0,,,,,77.0707702636719,364.50167846679705,2017-07-11 22:45:18
14,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,-59.0,-91.0,,-90.0,,-83.0,-75.0,,,-90.0,-77.0,,,,-63.0,,,,-88.0,,,,,77.977912902832,346.744323730469,2017-07-11 22:45:36
15,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,-64.0,-90.0,,-88.0,,-84.0,-75.0,,,,-75.0,,,,-62.0,,,-82.0,,,,,,76.89625549316409,327.91021728515597,2017-07-11 22:45:52
16,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,-90.0,,,,,,-69.0,,,,,-84.0,-77.0,,,,-77.0,,,,-64.0,-90.0,,-80.0,,,,,-92.0,77.47286224365241,311.184539794922,2017-07-11 22:46:12
17,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,-74.0,,,-89.0,,-85.0,-70.0,,,,-74.0,,,,-73.0,-87.0,,-83.0,-89.0,,,,,77.6468734741211,293.003997802734,2017-07-11 22:46:29
18,,,,,-91.0,,,,,-91.0,,,,,,,,,,,,,,,,,-89.0,,,,,,-68.0,,,-86.0,,-77.0,-75.0,,,-85.0,-76.0,,,,-61.0,-88.0,,,-87.0,,,,,95.6649627685547,293.263031005859,2017-07-11 22:46:44
19,,-84.0,,,-90.0,,,,,-86.0,,,,,,,,,,,,-90.0,,,,,-83.0,,,,,,-66.0,,,,,-77.0,-75.0,,,,-76.0,,,,-64.0,,,,,,,,,113.22613525390601,293.202239990234,2017-07-11 22:49:18
